#time,current,voltage,power,charge,energy
0.0,0.0307995,5.1645,0.159059,0,0
0.5,0.0302455,5.16451,0.1562,0.0151228,0.0781
1.0,0.0303053,5.16454,0.156509,0.0302754,0.156355
1.5,0.030303,5.16453,0.156497,0.0454269,0.234603
2.0,0.0302743,5.16447,0.156347,0.060564,0.312777
2.5,0.0302448,5.16442,0.156194,0.0756864,0.390874
3.0,0.0302143,5.16444,0.156037,0.0907936,0.468892
3.5,0.0301683,5.16444,0.155799,0.105878,0.546792
4.0,0.0300845,5.16449,0.155368,0.12092,0.624476
4.5,0.0300905,5.16447,0.155398,0.135965,0.702175
5.0,0.0299596,5.16451,0.154723,0.150945,0.779537
5.5,0.0301449,5.16445,0.155679,0.166017,0.857376
6.0,0.0301111,5.16441,0.155503,0.181073,0.935127
6.5,0.0301092,5.16441,0.155493,0.196128,1.01287
7.0,0.0301014,5.16436,0.155451,0.211178,1.0906
7.5,0.0301046,5.16438,0.155468,0.226231,1.16833
8.0,0.0300504,5.1644,0.155189,0.241256,1.24593
8.5,0.0299536,5.16444,0.154691,0.256233,1.32327
9.0,0.0299444,5.16443,0.154643,0.271205,1.4006
9.5,0.0299235,5.16441,0.154534,0.286167,1.47786
10.0,0.0299742,5.16442,0.154796,0.301154,1.55526
10.5,0.0300298,5.16444,0.155083,0.316169,1.6328
11.0,0.030003,5.16448,0.154946,0.33117,1.71028
11.5,0.0300366,5.16443,0.155119,0.346188,1.78783
12.0,0.0300216,5.16445,0.155042,0.361199,1.86536
12.5,0.029985,5.16446,0.154853,0.376192,1.94278
13.0,0.0298783,5.16451,0.154304,0.391131,2.01993
13.5,0.0298739,5.16453,0.154281,0.406068,2.09707
14.0,0.0298179,5.16454,0.153992,0.420977,2.17407
14.5,0.0299125,5.16452,0.154481,0.435933,2.25131
15.0,0.0299663,5.16446,0.154756,0.450916,2.32869
15.5,0.0299371,5.16446,0.154606,0.465885,2.40599
16.0,0.029978,5.16443,0.154816,0.480874,2.4834
16.5,0.0299367,5.16443,0.154603,0.495842,2.5607
17.0,0.0299358,5.16443,0.154598,0.51081,2.638
17.5,0.0298475,5.16444,0.154143,0.525734,2.71507
18.0,0.0298544,5.16445,0.154178,0.540661,2.79216
18.5,0.0298018,5.16447,0.153907,0.555562,2.86912
19.0,0.0298301,5.1645,0.154054,0.570477,2.94614
19.5,0.0299315,5.16452,0.154578,0.585442,3.02343
20.0,0.0298975,5.16451,0.154403,0.600391,3.10063
20.5,0.0298893,5.16445,0.154359,0.615336,3.17781
21.0,0.0299031,5.16447,0.154431,0.630287,3.25503
21.5,0.0298903,5.16448,0.154365,0.645232,3.33221
22.0,0.0298731,5.16448,0.154276,0.660169,3.40935
22.5,0.0298117,5.16448,0.153959,0.675075,3.48633
23.0,0.0297808,5.16451,0.1538,0.689965,3.56323
23.5,0.0297579,5.16451,0.153681,0.704844,3.64007
24.0,0.0298699,5.16445,0.154258,0.719779,3.7172
24.5,0.0298887,5.16444,0.154355,0.734724,3.79438
25.0,0.0298885,5.16443,0.154354,0.749668,3.87155
25.5,0.0298448,5.16444,0.154129,0.76459,3.94862
26.0,0.0298659,5.16444,0.154238,0.779523,4.02574
26.5,0.0298534,5.16448,0.154174,0.79445,4.10282
27.0,0.029774,5.16441,0.153762,0.809337,4.1797
27.5,0.029734,5.1644,0.153555,0.824204,4.25648
28.0,0.0297597,5.16442,0.153688,0.839084,4.33333
28.5,0.0297993,5.16441,0.153892,0.853983,4.41027
29.0,0.0298497,5.16443,0.154154,0.868908,4.48735
29.5,0.0298616,5.16445,0.154216,0.883839,4.56446
30.0,0.0298303,5.16441,0.154053,0.898754,4.64148
30.5,0.0298381,5.16443,0.154094,0.913673,4.71853
31.0,0.0298052,5.16442,0.153924,0.928576,4.79549
31.5,0.0297386,5.16442,0.15358,0.943445,4.87228
32.0,0.0297288,5.16442,0.153529,0.95831,4.94905
32.5,0.0296843,5.16445,0.1533,0.973152,5.0257
33.0,0.0297044,5.16442,0.153403,0.988004,5.1024
33.5,0.0298196,5.16441,0.153997,1.00291,5.1794
34.0,0.0298171,5.16442,0.153984,1.01782,5.25639
34.5,0.0298075,5.16438,0.153934,1.03273,5.33336
35.0,0.0297966,5.16441,0.153879,1.04762,5.4103
35.5,0.0298242,5.16438,0.15402,1.06254,5.48731
36.0,0.0297571,5.16435,0.153673,1.07742,5.56414
36.5,0.0296986,5.16438,0.153372,1.09226,5.64083
37.0,0.0297144,5.16437,0.153453,1.10712,5.71755
37.5,0.0296323,5.16441,0.15303,1.12194,5.79407
38.0,0.0297882,5.16438,0.153834,1.13683,5.87099
38.5,0.0297929,5.16437,0.153858,1.15173,5.94792
39.0,0.0297938,5.16439,0.153863,1.16663,6.02485
39.5,0.0297823,5.16439,0.153804,1.18152,6.10175
40.0,0.0298094,5.16437,0.153944,1.19642,6.17872
40.5,0.0297921,5.16439,0.153855,1.21132,6.25565
41.0,0.0297167,5.16441,0.153466,1.22618,6.33238
41.5,0.0297005,5.16436,0.153381,1.24103,6.40907
42.0,0.0297136,5.16437,0.153449,1.25588,6.4858
42.5,0.0297039,5.16444,0.153401,1.27073,6.5625
43.0,0.0298116,5.16437,0.153955,1.28564,6.63948
43.5,0.0297965,5.16434,0.153876,1.30054,6.71641
44.0,0.0297769,5.16441,0.153777,1.31543,6.7933
44.5,0.0297654,5.16438,0.153717,1.33031,6.87016
45.0,0.0297775,5.16436,0.153779,1.3452,6.94705
45.5,0.0297724,5.16436,0.153752,1.36008,7.02393
46.0,0.0296848,5.16438,0.1533,1.37493,7.10058
46.5,0.0296719,5.16437,0.153234,1.38976,7.17719
47.0,0.0296357,5.16437,0.153046,1.40458,7.25372
47.5,0.0297144,5.16436,0.153453,1.41944,7.33044
48.0,0.0297719,5.16433,0.153748,1.43432,7.40732
48.5,0.0297748,5.16423,0.15376,1.44921,7.4842
49.0,0.0297989,5.16418,0.153884,1.46411,7.56114
49.5,0.0298052,5.1642,0.153917,1.47901,7.6381
50.0,0.0297579,5.16424,0.153674,1.49389,7.71493
50.5,0.0297625,5.16424,0.153698,1.50877,7.79178
51.0,0.0297043,5.16424,0.153397,1.52363,7.86848
51.5,0.0297234,5.16427,0.153497,1.53849,7.94523
52.0,0.029635,5.16424,0.153039,1.5533,8.02175
52.5,0.0297829,5.16426,0.153803,1.5682,8.09865
53.0,0.02979,5.16424,0.15384,1.58309,8.17557
53.5,0.0297801,5.16424,0.153788,1.59798,8.25247
54.0,0.0297648,5.16423,0.153709,1.61286,8.32932
54.5,0.0297837,5.16422,0.153807,1.62776,8.40622
55.0,0.0297549,5.16418,0.153657,1.64263,8.48305
55.5,0.0296844,5.16421,0.153293,1.65748,8.5597
56.0,0.0296409,5.16421,0.153069,1.6723,8.63623
56.5,0.0296241,5.16421,0.152982,1.68711,8.71272
57.0,0.0296726,5.16422,0.153233,1.70194,8.78934
57.5,0.0297602,5.16416,0.153683,1.71682,8.86618
58.0,0.029748,5.16416,0.15362,1.7317,8.94299
58.5,0.029742,5.16418,0.15359,1.74657,9.01979
59.0,0.029753,5.16422,0.153648,1.76145,9.09661
59.5,0.0297565,5.1642,0.153665,1.77632,9.17344
60.0,0.0297032,5.16418,0.15339,1.79118,9.25014
60.5,0.0296722,5.16422,0.153231,1.80601,9.32675
61.0,0.0296451,5.16425,0.153092,1.82083,9.4033
61.5,0.0296266,5.16429,0.152997,1.83565,9.4798
62.0,0.0297172,5.16427,0.153464,1.85051,9.55653
62.5,0.0297399,5.16426,0.153581,1.86538,9.63332
63.0,0.0297327,5.16429,0.153545,1.88024,9.71009
63.5,0.0297268,5.16424,0.153513,1.89511,9.78685
64.0,0.0297363,5.16424,0.153562,1.90997,9.86363
64.5,0.0297352,5.16425,0.153557,1.92484,9.94041
65.0,0.0296207,5.16426,0.152966,1.93965,10.0169
65.5,0.0296598,5.16424,0.153167,1.95448,10.0935
66.0,0.0296404,5.16424,0.153067,1.9693,10.17
66.5,0.0296836,5.16422,0.153289,1.98414,10.2467
67.0,0.0297718,5.16425,0.153746,1.99903,10.3235
67.5,0.029733,5.16425,0.153545,2.0139,10.4003
68.0,0.029725,5.16424,0.153504,2.02876,10.4771
68.5,0.029754,5.16422,0.153653,2.04364,10.5539
69.0,0.0297426,5.16421,0.153594,2.05851,10.6307
69.5,0.0296694,5.16422,0.153216,2.07334,10.7073
70.0,0.0296815,5.16424,0.15328,2.08818,10.7839
70.5,0.0296129,5.16426,0.152926,2.10299,10.8604
71.0,0.0296295,5.16424,0.153011,2.1178,10.9369
71.5,0.0297265,5.16421,0.153511,2.13267,11.0136
72.0,0.0297471,5.1642,0.153616,2.14754,11.0905
72.5,0.0297609,5.16421,0.153688,2.16242,11.1673
73.0,0.0297832,5.16419,0.153803,2.17731,11.2442
73.5,0.0297642,5.16417,0.153704,2.19219,11.3211
74.0,0.0297086,5.16415,0.153416,2.20705,11.3978
74.5,0.029706,5.16415,0.153403,2.2219,11.4745
75.0,0.0296382,5.16416,0.153053,2.23672,11.551
75.5,0.0295943,5.16421,0.152828,2.25152,11.6274
76.0,0.0297081,5.16419,0.153415,2.26637,11.7041
76.5,0.0297342,5.16413,0.153548,2.28124,11.7809
77.0,0.0297223,5.16416,0.153487,2.2961,11.8576
77.5,0.0297413,5.16412,0.153584,2.31097,11.9344
78.0,0.0297775,5.16412,0.153772,2.32586,12.0113
78.5,0.0297141,5.16406,0.153442,2.34072,12.088
79.0,0.0296781,5.16407,0.153257,2.35556,12.1647
79.5,0.0296543,5.16407,0.153134,2.37038,12.2412
80.0,0.0296518,5.16408,0.153121,2.38521,12.3178
80.5,0.0296135,5.16409,0.152924,2.40002,12.3942
81.0,0.0297524,5.1641,0.153641,2.41489,12.4711
81.5,0.0297247,5.16413,0.153499,2.42975,12.5478
82.0,0.02971,5.16414,0.153423,2.44461,12.6245
82.5,0.0297245,5.1641,0.153497,2.45947,12.7013
83.0,0.0297359,5.16409,0.153556,2.47434,12.7781
83.5,0.029713,5.16405,0.153436,2.4892,12.8548
84.0,0.0296418,5.16405,0.153069,2.50402,12.9313
84.5,0.0296276,5.16404,0.152995,2.51883,13.0078
85.0,0.0296192,5.16407,0.152953,2.53364,13.0843
85.5,0.0296556,5.16409,0.153141,2.54847,13.1609
