#time,current,voltage,power,charge,energy
0.0,0.782351,5.11756,4.00371,0,0
0.5,0.781206,5.11755,3.99784,0.390603,1.99892
1.0,0.782829,5.11742,4.00605,0.782018,4.00194
1.5,0.782235,5.11743,4.00302,1.17314,6.00345
2.0,0.782071,5.11751,4.00223,1.56417,8.00457
2.5,0.783237,5.11734,4.00807,1.95579,10.0086
3.0,0.781655,5.11736,3.99999,2.34662,12.0086
3.5,0.782839,5.11731,4.00601,2.73804,14.0116
4.0,0.782341,5.11731,4.00346,3.12921,16.0133
4.5,0.782249,5.11728,4.00297,3.52033,18.0148
5.0,0.783313,5.11712,4.00829,3.91199,20.019
5.5,0.781907,5.11709,4.00107,4.30294,22.0195
6.0,0.783018,5.117,4.00668,4.69445,24.0228
6.5,0.782604,5.117,4.00457,5.08575,26.0251
7.0,0.782674,5.11697,4.0049,5.47709,28.0276
7.5,0.783475,5.11686,4.00891,5.86883,30.032
8.0,0.781945,5.11699,4.00118,6.2598,32.0326
8.5,0.783178,5.1169,4.00742,6.65139,34.0363
9.0,0.782585,5.11687,4.00437,7.04268,36.0385
9.5,0.782783,5.11682,4.00534,7.43407,38.0412
10.0,0.783761,5.11683,4.01035,7.82595,40.0464
10.5,0.782276,5.1169,4.00281,8.21709,42.0478
11.0,0.783478,5.11672,4.00882,8.60883,44.0522
11.5,0.783008,5.11665,4.00636,9.00033,46.0553
12.0,0.783048,5.11665,4.00656,9.39186,48.0586
12.5,0.783923,5.11657,4.01097,9.78382,50.0641
13.0,0.78244,5.11666,4.00346,10.175,52.0658
13.5,0.783513,5.11656,4.00887,10.5668,54.0703
14.0,0.783025,5.11649,4.00632,10.9583,56.0734
14.5,0.783252,5.11651,4.0075,11.3499,58.0772
15.0,0.784086,5.11649,4.01175,11.742,60.0831
15.5,0.782668,5.11649,4.00449,12.1333,62.0853
16.0,0.783835,5.11648,4.01046,12.5252,64.0905
16.5,0.783346,5.11653,4.00799,12.9169,66.0945
17.0,0.783552,5.11646,4.009,13.3087,68.099
17.5,0.784423,5.11638,4.01339,13.7009,70.1057
18.0,0.782932,5.11641,4.00578,14.0924,72.1086
18.5,0.784181,5.11627,4.01206,14.4844,74.1146
19.0,0.783694,5.11631,4.0096,14.8763,76.1194
19.5,0.783907,5.11632,4.0107,15.2682,78.1248
20.0,0.784913,5.1162,4.01575,15.6607,80.1327
20.5,0.78352,5.11628,4.00868,16.0525,82.137
21.0,0.784687,5.11618,4.01458,16.4448,84.1443
21.5,0.784269,5.11633,4.01256,16.8369,86.1506
22.0,0.784414,5.11633,4.0133,17.2291,88.1572
22.5,0.785128,5.11625,4.01688,17.6217,90.1657
23.0,0.78372,5.11628,4.00971,18.0136,92.1705
23.5,0.784901,5.11622,4.01571,18.406,94.1784
24.0,0.784234,5.11613,4.01223,18.7981,96.1845
24.5,0.784611,5.11607,4.0141,19.1904,98.1915
25.0,0.785413,5.11608,4.01821,19.5832,100.201
25.5,0.783913,5.11615,4.0106,19.9751,102.206
26.0,0.785173,5.11609,4.01699,20.3677,104.214
26.5,0.784696,5.11612,4.01457,20.76,106.222
27.0,0.784777,5.11611,4.01498,21.1524,108.229
27.5,0.785479,5.11604,4.01852,21.5452,110.238
28.0,0.784059,5.1161,4.0113,21.9372,112.244
28.5,0.785265,5.11612,4.01749,22.3298,114.253
29.0,0.784733,5.11612,4.01477,22.7222,116.26
29.5,0.784988,5.11608,4.01604,23.1147,118.268
30.0,0.785701,5.11609,4.01969,23.5075,120.278
30.5,0.784179,5.11616,4.01197,23.8996,122.284
31.0,0.785394,5.11608,4.01812,24.2923,124.293
31.5,0.784802,5.11608,4.01509,24.6847,126.301
32.0,0.784923,5.11606,4.01569,25.0772,128.309
