#time,current,voltage,power,charge,energy
48.0,0.375474,5.14357,1.93126,18.2954,94.1003
48.5,0.373943,5.14371,1.92344,18.4823,95.0621
49.0,0.373741,5.1437,1.9224,18.6692,96.0233
49.5,0.373664,5.14366,1.92198,18.856,96.9842
50.0,0.37606,5.14356,1.93427,19.0441,97.9514
50.5,0.373669,5.14364,1.922,19.2309,98.9124
51.0,0.374083,5.14361,1.92412,19.418,99.8744
51.5,0.373525,5.14364,1.92126,19.6047,100.835
52.0,0.373954,5.1436,1.92345,19.7917,101.797
52.5,0.375607,5.1435,1.93192,19.9795,102.763
53.0,0.37371,5.14359,1.9222,20.1664,103.724
53.5,0.373893,5.14355,1.92312,20.3533,104.685
54.0,0.373775,5.14359,1.92253,20.5402,105.647
54.5,0.375939,5.14344,1.9336,20.7282,106.613
55.0,0.373917,5.14355,1.92325,20.9151,107.575
55.5,0.374268,5.14359,1.92506,21.1022,108.538
56.0,0.373493,5.14365,1.9211,21.289,109.498
56.5,0.374212,5.14357,1.92477,21.4761,110.461
57.0,0.375383,5.1435,1.93077,21.6638,111.426
57.5,0.373723,5.14357,1.92225,21.8507,112.387
58.0,0.373951,5.14355,1.92342,22.0376,113.349
58.5,0.373812,5.14355,1.9227,22.2245,114.31
59.0,0.376036,5.14344,1.9341,22.4126,115.277
59.5,0.373693,5.14352,1.92208,22.5994,116.238
60.0,0.374199,5.14357,1.9247,22.7865,117.201
60.5,0.373559,5.1436,1.92142,22.9733,118.161
61.0,0.374402,5.14357,1.92575,23.1605,119.124
61.5,0.375417,5.14353,1.93095,23.3482,120.09
62.0,0.373549,5.14372,1.92142,23.535,121.05
62.5,0.374178,5.14367,1.92463,23.7221,122.013
63.0,0.373698,5.14373,1.92219,23.9089,122.974
63.5,0.376693,5.14359,1.93754,24.0972,123.943
64.0,0.373789,5.14371,1.92264,24.2841,124.904
64.5,0.373932,5.14377,1.9234,24.4711,125.866
65.0,0.373905,5.14376,1.92326,24.6581,126.827
65.5,0.37469,5.14373,1.92729,24.8454,127.791
66.0,0.37576,5.14368,1.93277,25.0333,128.757
66.5,0.373621,5.14372,1.92179,25.2201,129.718
67.0,0.374095,5.14375,1.92423,25.4071,130.68
67.5,0.373706,5.14372,1.92223,25.594,131.641
68.0,0.37672,5.14355,1.93766,25.7824,132.61
68.5,0.373771,5.1437,1.92255,25.9692,133.571
69.0,0.373867,5.14374,1.92306,26.1562,134.533
69.5,0.373862,5.14372,1.92302,26.3431,135.494
70.0,0.375346,5.14363,1.93062,26.5308,136.46
70.5,0.374641,5.14369,1.92702,26.7181,137.423
71.0,0.373708,5.14371,1.92223,26.905,138.384
71.5,0.374198,5.14366,1.92473,27.0921,139.347
72.0,0.373551,5.14372,1.92143,27.2788,140.307
72.5,0.376233,5.14358,1.93516,27.4669,141.275
73.0,0.373694,5.14376,1.92218,27.6538,142.236
73.5,0.37387,5.14373,1.92307,27.8407,143.198
74.0,0.37415,5.14367,1.92449,28.0278,144.16
74.5,0.375253,5.1436,1.93013,28.2154,145.125
75.0,0.375402,5.14358,1.9309,28.4031,146.09
75.5,0.37359,5.14373,1.92163,28.5899,147.051
76.0,0.374154,5.14371,1.92452,28.777,148.014
76.5,0.373678,5.14371,1.92208,28.9638,148.975
77.0,0.376488,5.14352,1.93645,29.1521,149.943
77.5,0.375267,5.14358,1.9302,29.3397,150.908
78.0,0.373787,5.14369,1.92263,29.5266,151.869
78.5,0.37423,5.14369,1.9249,29.7137,152.832
79.0,0.375229,5.1436,1.93001,29.9013,153.797
79.5,0.375368,5.14362,1.93073,30.089,154.762
80.0,0.373778,5.14373,1.9226,30.2759,155.723
80.5,0.373866,5.14371,1.92304,30.4628,156.685
81.0,0.373962,5.14371,1.92354,30.6498,157.647
81.5,0.37649,5.14358,1.93649,30.8381,158.615
82.0,0.376179,5.14363,1.93491,31.0262,159.582
82.5,0.374708,5.14368,1.92736,31.2135,160.546
83.0,0.374192,5.14372,1.92472,31.4006,161.508
83.5,0.375305,5.14363,1.93041,31.5883,162.474
84.0,0.375976,5.1436,1.93385,31.7763,163.44
84.5,0.373634,5.14374,1.92186,31.9631,164.401
85.0,0.373956,5.14371,1.9235,32.15,165.363
85.5,0.374014,5.1437,1.9238,32.3371,166.325
86.0,0.375733,5.14356,1.93259,32.5249,167.291
86.5,0.373998,5.14366,1.9237,32.7119,168.253
87.0,0.373774,5.14367,1.92255,32.8988,169.215
87.5,0.374291,5.14367,1.92521,33.086,170.177
88.0,0.375315,5.1436,1.93045,33.2736,171.142
88.5,0.376617,5.14346,1.9371,33.4619,172.111
89.0,0.375059,5.14355,1.92912,33.6494,173.075
89.5,0.373891,5.14366,1.92315,33.8364,174.037
90.0,0.37429,5.14365,1.9252,34.0235,175
90.5,0.376246,5.14356,1.93523,34.2117,175.967
91.0,0.374291,5.14359,1.92518,34.3988,176.93
91.5,0.373657,5.14364,1.92194,34.5856,177.891
92.0,0.374083,5.14361,1.92412,34.7727,178.853
92.5,0.375758,5.14357,1.93272,34.9606,179.819
93.0,0.376323,5.14352,1.93561,35.1487,180.787
93.5,0.376312,5.1435,1.93554,35.3369,181.755
94.0,0.374724,5.14358,1.92741,35.5242,182.718
94.5,0.37431,5.14359,1.92528,35.7114,183.681
95.0,0.376594,5.14347,1.93699,35.8997,184.65
95.5,0.375967,5.14346,1.93375,36.0877,185.617
96.0,0.373741,5.14358,1.92235,36.2745,186.578
96.5,0.37397,5.14357,1.92353,36.4615,187.539
97.0,0.375805,5.1435,1.93294,36.6494,188.506
97.5,0.374428,5.14354,1.92587,36.8366,189.469
98.0,0.374108,5.14354,1.92423,37.0237,190.431
98.5,0.37405,5.14362,1.92395,37.2107,191.393
99.0,0.374371,5.1436,1.9256,37.3979,192.356
99.5,0.376461,5.14351,1.93631,37.5861,193.324
100.0,0.376559,5.1435,1.93681,37.7744,194.292
100.5,0.374982,5.14362,1.92875,37.9619,195.257
101.0,0.373798,5.1437,1.92268,38.1488,196.218
101.5,0.375923,5.14352,1.93355,38.3368,197.185
102.0,0.376082,5.14348,1.93435,38.5248,198.152
102.5,0.374374,5.14359,1.92561,38.712,199.115
103.0,0.373883,5.14366,1.92311,38.8989,200.076
103.5,0.374461,5.14364,1.92607,39.0862,201.039
104.0,0.376468,5.14353,1.93636,39.2744,202.008
104.5,0.374077,5.1436,1.92409,39.4614,202.97
105.0,0.374044,5.1436,1.92392,39.6485,203.932
105.5,0.37373,5.14365,1.92232,39.8353,204.893
106.0,0.376116,5.14355,1.93455,40.0234,205.86
106.5,0.376189,5.14349,1.9349,40.2115,206.827
107.0,0.376067,5.14351,1.93429,40.3995,207.795
107.5,0.373968,5.14358,1.92352,40.5865,208.756
108.0,0.374168,5.1436,1.92456,40.7736,209.719
108.5,0.377023,5.14344,1.93918,40.9621,210.688
109.0,0.374276,5.14359,1.9251,41.1492,211.651
109.5,0.37397,5.14358,1.92353,41.3362,212.613
110.0,0.373849,5.14357,1.9229,41.5231,213.574
110.5,0.375868,5.14343,1.93323,41.7111,214.541
111.0,0.374269,5.14353,1.92505,41.8982,215.503
111.5,0.374324,5.14353,1.92533,42.0854,216.466
112.0,0.373765,5.14353,1.92245,42.2723,217.427
112.5,0.374126,5.14351,1.92431,42.4593,218.389
113.0,0.377069,5.14341,1.9394,42.6479,219.359
113.5,0.37622,5.14344,1.93505,42.836,220.326
114.0,0.374125,5.14356,1.92432,43.023,221.289
114.5,0.373727,5.14357,1.92227,43.2099,222.25
115.0,0.37617,5.14347,1.9348,43.398,223.217
115.5,0.374612,5.1436,1.92684,43.5853,224.18
116.0,0.374341,5.14361,1.92545,43.7724,225.143
116.5,0.373906,5.14357,1.9232,43.9594,226.105
117.0,0.373928,5.14352,1.92329,44.1464,227.066
117.5,0.377348,5.14336,1.94082,44.335,228.037
118.0,0.376211,5.14339,1.93498,44.5231,229.004
118.5,0.376751,5.14337,1.93776,44.7115,229.973
119.0,0.374466,5.14354,1.92607,44.8988,230.936
119.5,0.37619,5.14345,1.9349,45.0868,231.904
120.0,0.376156,5.14345,1.93472,45.2749,232.871
120.5,0.374446,5.14355,1.92597,45.4621,233.834
121.0,0.374211,5.1436,1.92477,45.6493,234.796
121.5,0.373941,5.14359,1.92339,45.8362,235.758
122.0,0.376289,5.14349,1.93542,46.0244,236.726
122.5,0.374092,5.14364,1.92418,46.2114,237.688
123.0,0.374447,5.14361,1.92599,46.3986,238.651
123.5,0.373795,5.14363,1.92265,46.5855,239.612
124.0,0.376238,5.14348,1.93515,46.7737,240.58
124.5,0.375995,5.1435,1.93391,46.9617,241.547
125.0,0.376302,5.14347,1.93548,47.1498,242.515
125.5,0.375313,5.14356,1.93043,47.3375,243.48
126.0,0.374144,5.14357,1.92442,47.5245,244.442
126.5,0.377358,5.14343,1.9409,47.7132,245.412
127.0,0.374647,5.14357,1.927,47.9005,246.376
127.5,0.374486,5.14353,1.92616,48.0878,247.339
128.0,0.373738,5.14358,1.92234,48.2746,248.3
128.5,0.376229,5.14346,1.9351,48.4628,249.268
129.0,0.374463,5.14352,1.92604,48.65,250.231
129.5,0.373745,5.14356,1.92236,48.8369,251.192
130.0,0.374362,5.14356,1.92553,49.024,252.155
130.5,0.373944,5.1436,1.9234,49.211,253.116
131.0,0.377609,5.14345,1.9422,49.3998,254.087
131.5,0.376079,5.14345,1.93433,49.5879,255.055
132.0,0.374582,5.14346,1.92663,49.7752,256.018
132.5,0.374098,5.14348,1.92415,49.9622,256.98
133.0,0.376059,5.14338,1.9342,50.1502,257.947
133.5,0.375413,5.14347,1.9309,50.3379,258.913
134.0,0.373818,5.14358,1.92274,50.5248,259.874
134.5,0.374228,5.14351,1.92483,50.712,260.836
135.0,0.37396,5.14351,1.92345,50.8989,261.798
135.5,0.376423,5.14343,1.93609,51.0872,262.766
136.0,0.373894,5.14353,1.92312,51.2741,263.728
136.5,0.374097,5.14353,1.92416,51.4612,264.69
137.0,0.374128,5.1435,1.92431,51.6482,265.652
137.5,0.376147,5.1434,1.93465,51.8363,266.619
138.0,0.376352,5.14338,1.9357,52.0245,267.587
138.5,0.374796,5.14347,1.92773,52.2119,268.551
139.0,0.374208,5.14351,1.92472,52.399,269.513
139.5,0.373808,5.14348,1.92266,52.5859,270.475
140.0,0.377141,5.14332,1.93974,52.7744,271.445
140.5,0.3738,5.14347,1.92261,52.9613,272.406
141.0,0.374113,5.14344,1.92421,53.1484,273.368
141.5,0.374302,5.14342,1.92518,53.3355,274.331
142.0,0.375953,5.14334,1.93363,53.5235,275.297
142.5,0.376668,5.14327,1.93729,53.7119,276.266
143.0,0.376107,5.14332,1.93442,53.8999,277.233
143.5,0.375981,5.14333,1.93378,54.0879,278.2
144.0,0.373861,5.14347,1.92293,54.2748,279.162
144.5,0.377587,5.14329,1.94202,54.4636,280.133
145.0,0.376386,5.14332,1.93586,54.6518,281.101
145.5,0.374227,5.14343,1.9248,54.8389,282.063
146.0,0.374503,5.14345,1.92622,55.0262,283.026
146.5,0.375918,5.14343,1.93349,55.2141,283.993
147.0,0.374461,5.14349,1.92602,55.4014,284.956
147.5,0.373966,5.14347,1.92347,55.5884,285.918
148.0,0.374113,5.14348,1.92422,55.7754,286.88
148.5,0.374201,5.14344,1.92466,55.9625,287.842
149.0,0.377522,5.14326,1.94168,56.1513,288.813
149.5,0.376392,5.14331,1.93589,56.3395,289.781
150.0,0.376315,5.14336,1.93551,56.5276,290.748
150.5,0.374576,5.14348,1.92661,56.7149,291.712
151.0,0.376289,5.14338,1.93538,56.9031,292.679
151.5,0.376379,5.14339,1.93585,57.0912,293.647
152.0,0.373914,5.14351,1.92322,57.2782,294.609
152.5,0.374268,5.14351,1.92504,57.4653,295.572
153.0,0.374324,5.14348,1.92531,57.6525,296.534
153.5,0.376966,5.14337,1.93886,57.841,297.504
154.0,0.374531,5.14356,1.92641,58.0283,298.467
154.5,0.374346,5.14356,1.92546,58.2154,299.43
155.0,0.374923,5.14356,1.92842,58.4029,300.394
155.5,0.376468,5.14348,1.93634,58.5911,301.362
156.0,0.377284,5.14346,1.94053,58.7798,302.332
156.5,0.376702,5.14349,1.93755,58.9681,303.301
157.0,0.374672,5.14362,1.92715,59.1554,304.265
157.5,0.374954,5.14354,1.92858,59.3429,305.229
158.0,0.377726,5.14342,1.94279,59.5318,306.2
158.5,0.375098,5.14357,1.92933,59.7193,307.165
159.0,0.374574,5.14364,1.92666,59.9066,308.128
159.5,0.374968,5.14359,1.92866,60.0941,309.093
160.0,0.376786,5.14345,1.93796,60.2825,310.062
160.5,0.374872,5.14354,1.92815,60.4699,311.026
161.0,0.374884,5.14354,1.92821,60.6574,311.99
161.5,0.374515,5.14356,1.92633,60.8446,312.953
162.0,0.375053,5.14354,1.92909,61.0322,313.917
162.5,0.377909,5.14339,1.94372,61.2211,314.889
163.0,0.377184,5.14339,1.93999,61.4097,315.859
163.5,0.375352,5.14349,1.9306,61.5974,316.825
164.0,0.374839,5.14356,1.92799,61.7848,317.789
164.5,0.377048,5.14345,1.93931,61.9733,318.758
165.0,0.375139,5.14355,1.92953,62.1609,319.723
165.5,0.374773,5.14351,1.92763,62.3483,320.687
166.0,0.374679,5.14355,1.92716,62.5356,321.65
166.5,0.374939,5.14355,1.9285,62.7231,322.615
167.0,0.377847,5.14332,1.94337,62.912,323.586
