#time,current,voltage,power,charge,energy
0.0,0.0188546,5.16574,0.0973972,0,0
0.5,0.0188543,5.16568,0.0973948,0.00942716,0.0486974
1.0,0.0188553,5.16563,0.0973992,0.0188548,0.097397
1.5,0.0188562,5.16557,0.0974025,0.0282829,0.146098
2.0,0.0188574,5.16555,0.0974084,0.0377117,0.194802
2.5,0.0188562,5.16551,0.0974015,0.0471398,0.243503
3.0,0.0188578,5.16551,0.0974094,0.0565687,0.292208
3.5,0.0188581,5.16546,0.0974104,0.0659977,0.340913
4.0,0.0188578,5.16542,0.0974079,0.0754266,0.389617
4.5,0.0188534,5.16539,0.0973842,0.0848533,0.438309
5.0,0.0188519,5.16538,0.0973765,0.0942793,0.486997
5.5,0.0188563,5.16538,0.0973996,0.103707,0.535697
6.0,0.0188579,5.16537,0.0974074,0.113136,0.584401
6.5,0.0188552,5.16533,0.0973926,0.122564,0.633097
7.0,0.0188576,5.16531,0.0974047,0.131993,0.6818
7.5,0.018856,5.16532,0.0973966,0.141421,0.730498
8.0,0.0188571,5.16531,0.0974019,0.150849,0.779199
8.5,0.0188522,5.1653,0.0973767,0.160275,0.827887
9.0,0.0188516,5.16527,0.0973731,0.169701,0.876574
9.5,0.0188544,5.16527,0.0973875,0.179128,0.925267
10.0,0.0188543,5.16521,0.0973858,0.188556,0.97396
10.5,0.0188579,5.16515,0.0974035,0.197985,1.02266
11.0,0.0188606,5.1652,0.0974181,0.207415,1.07137
11.5,0.0188617,5.16516,0.0974233,0.216846,1.12008
12.0,0.0188576,5.16515,0.0974017,0.226274,1.16878
12.5,0.0188536,5.16519,0.0973817,0.235701,1.21747
13.0,0.0188554,5.16514,0.0973902,0.245129,1.26617
13.5,0.0188577,5.16514,0.097402,0.254558,1.31487
14.0,0.0188578,5.16512,0.0974023,0.263987,1.36357
14.5,0.0188567,5.16513,0.0973969,0.273415,1.41227
15.0,0.0188555,5.1651,0.0973897,0.282843,1.46097
15.5,0.0188566,5.16509,0.0973952,0.292271,1.50966
16.0,0.0188555,5.16509,0.0973897,0.301699,1.55836
16.5,0.0188552,5.16508,0.0973882,0.311127,1.60705
17.0,0.0188569,5.16508,0.0973969,0.320555,1.65575
17.5,0.0188562,5.16514,0.0973942,0.329983,1.70445
18.0,0.0188522,5.16512,0.0973732,0.339409,1.75313
18.5,0.018854,5.16507,0.0973817,0.348836,1.80182
19.0,0.0188531,5.16508,0.0973774,0.358263,1.85051
19.5,0.0188544,5.16503,0.0973828,0.36769,1.8992
20.0,0.0188557,5.16508,0.0973902,0.377118,1.9479
20.5,0.0188554,5.16507,0.0973886,0.386545,1.99659
21.0,0.0188539,5.16504,0.0973805,0.395972,2.04528
21.5,0.018855,5.165,0.0973856,0.4054,2.09398
22.0,0.018851,5.16504,0.0973656,0.414825,2.14266
22.5,0.0188534,5.16503,0.0973778,0.424252,2.19135
23.0,0.0188523,5.16503,0.0973723,0.433678,2.24004
23.5,0.0188538,5.16498,0.0973786,0.443105,2.28872
24.0,0.0188559,5.16502,0.0973906,0.452533,2.33742
24.5,0.0188557,5.16503,0.0973897,0.461961,2.38611
25.0,0.0188566,5.16498,0.0973935,0.471389,2.43481
